  BLADE PROFILES IN CARTESIAN COORDINATES (2D) BEFORE   PROJECTION, SCALING, MESHING AND STACKING 
  VARIABLES = "X", "YSS", "YPS" 
  BLADE           1  SECTION           1
    0.000000    0.003608    0.003608
    0.000062    0.006867    0.000337
    0.000249    0.010523   -0.002755
    0.000561    0.014428   -0.005831
    0.000997    0.018540   -0.008654
    0.001557    0.022455   -0.011320
    0.002241    0.025969   -0.014069
    0.003050    0.029272   -0.016801
    0.003982    0.032373   -0.019549
    0.005038    0.035253   -0.022333
    0.006218    0.037909   -0.025141
    0.007520    0.040345   -0.028002
    0.008945    0.042601   -0.030892
    0.010493    0.044756   -0.033784
    0.012162    0.046933   -0.036690
    0.013954    0.049211   -0.039558
    0.015866    0.051601   -0.042382
    0.017899    0.054103   -0.045123
    0.020052    0.056712   -0.047744
    0.022325    0.059427   -0.050215
    0.024716    0.062245   -0.052518
    0.027226    0.065164   -0.054652
    0.029854    0.068183   -0.056649
    0.032600    0.071296   -0.058576
    0.035461    0.074499   -0.060510
    0.038439    0.077785   -0.062475
    0.041531    0.081178   -0.064420
    0.044738    0.084660   -0.066365
    0.048058    0.088230   -0.068302
    0.051491    0.091887   -0.070229
    0.055036    0.095627   -0.072143
    0.058691    0.099433   -0.074038
    0.062456    0.103338   -0.075910
    0.066331    0.107324   -0.077754
    0.070314    0.111390   -0.079573
    0.074403    0.115534   -0.081382
    0.078599    0.119750   -0.083107
    0.082900    0.124031   -0.084775
    0.087305    0.128401   -0.086390
    0.091812    0.132844   -0.087947
    0.096421    0.137360   -0.089441
    0.101131    0.141931   -0.090880
    0.105941    0.146586   -0.092277
    0.110848    0.151312   -0.093545
    0.115853    0.156107   -0.094721
    0.120953    0.160968   -0.095809
    0.126148    0.165884   -0.096806
    0.131435    0.170878   -0.097707
    0.136815    0.175937   -0.098517
    0.142285    0.181061   -0.099262
    0.147845    0.186247   -0.099822
    0.153492    0.191488   -0.100267
    0.159225    0.196800   -0.100594
    0.165044    0.202174   -0.100797
    0.170946    0.207610   -0.100885
    0.176930    0.213103   -0.100885
    0.182994    0.218652   -0.100671
    0.189138    0.224265   -0.100310
    0.195358    0.229938   -0.099804
    0.201655    0.235669   -0.099151
    0.208026    0.241456   -0.098365
    0.214470    0.247295   -0.097459
    0.220986    0.253196   -0.096334
    0.227570    0.259152   -0.095020
    0.234223    0.265164   -0.093540
    0.240941    0.271230   -0.091891
    0.247725    0.277350   -0.090067
    0.254571    0.283523   -0.088091
    0.261478    0.289748   -0.085971
    0.268445    0.296027   -0.083611
    0.275470    0.302357   -0.081043
    0.282550    0.308739   -0.078282
    0.289685    0.315171   -0.075331
    0.296872    0.321653   -0.072188
    0.304110    0.328184   -0.068850
    0.311396    0.334764   -0.065315
    0.318730    0.341392   -0.061603
    0.326109    0.348068   -0.057736
    0.333531    0.354790   -0.053599
    0.340994    0.361560   -0.049255
    0.348497    0.368378   -0.044692
    0.356038    0.375237   -0.039923
    0.363615    0.382139   -0.034948
    0.371226    0.389085   -0.029765
    0.378869    0.396073   -0.024375
    0.386542    0.403102   -0.018777
    0.394243    0.410172   -0.012971
    0.401971    0.417282   -0.006956
    0.409723    0.424430   -0.000733
    0.417498    0.431616    0.005698
    0.425293    0.438838    0.012336
    0.433107    0.446097    0.019181
    0.440937    0.453390    0.026231
    0.448783    0.460716    0.033485
    0.456641    0.468076    0.040943
    0.464509    0.475466    0.048601
    0.472387    0.482886    0.056459
    0.480272    0.490336    0.064515
    0.488161    0.497813    0.072767
    0.496053    0.505313    0.081211
    0.503947    0.512832    0.089847
    0.511839    0.520384    0.098670
    0.519729    0.527958    0.107678
    0.527613    0.535552    0.116868
    0.535491    0.543165    0.126237
    0.543360    0.550798    0.135781
    0.551217    0.558447    0.145497
    0.559063    0.566111    0.155381
    0.566893    0.573787    0.165429
    0.574707    0.581475    0.175637
    0.582502    0.589172    0.186001
    0.590277    0.596877    0.196517
    0.598029    0.604588    0.207191
    0.605757    0.612302    0.218007
    0.613458    0.620015    0.228961
    0.621131    0.627722    0.240075
    0.628774    0.635438    0.251346
    0.636385    0.643150    0.262681
    0.643962    0.650856    0.274132
    0.651503    0.658557    0.285695
    0.659006    0.666249    0.297364
    0.666469    0.673929    0.309133
    0.673891    0.681595    0.320995
    0.681270    0.689245    0.332960
    0.688604    0.696877    0.345006
    0.695890    0.704482    0.357152
    0.703128    0.712062    0.369394
    0.710315    0.719626    0.381647
    0.717450    0.727162    0.393957
    0.724530    0.734669    0.406317
    0.731555    0.742146    0.418721
    0.738522    0.749590    0.431161
    0.745429    0.756997    0.443644
    0.752275    0.764365    0.456150
    0.759059    0.771692    0.468695
    0.765777    0.778969    0.481267
    0.772430    0.786199    0.493799
    0.779015    0.793387    0.506327
    0.785530    0.800524    0.518842
    0.791974    0.807608    0.531338
    0.798345    0.814636    0.543815
    0.804642    0.821608    0.556263
    0.810863    0.828520    0.568670
    0.817006    0.835367    0.581051
    0.823070    0.842149    0.593383
    0.829054    0.848857    0.605623
    0.834956    0.855495    0.617794
    0.840775    0.862065    0.629887
    0.846508    0.868559    0.641899
    0.852155    0.874975    0.653827
    0.857715    0.881311    0.665655
    0.863185    0.887564    0.677378
    0.868565    0.893733    0.688988
    0.873852    0.899815    0.700502
    0.879047    0.905806    0.711880
    0.884147    0.911705    0.723109
    0.889152    0.917509    0.734198
    0.894059    0.923212    0.745143
    0.898869    0.928817    0.755936
    0.903579    0.934323    0.766568
    0.908188    0.939726    0.777033
    0.912695    0.945022    0.787324
    0.917100    0.950211    0.797435
    0.921401    0.955289    0.807359
    0.925597    0.960254    0.817108
    0.929686    0.965106    0.826644
    0.933669    0.969840    0.835970
    0.937544    0.974457    0.845088
    0.941309    0.978952    0.853989
    0.944965    0.983326    0.862668
    0.948509    0.987574    0.871119
    0.951942    0.991697    0.879337
    0.955262    0.995692    0.887316
    0.958469    0.999557    0.895052
    0.961561    1.003292    0.902539
    0.964539    1.006896    0.909773
    0.967400    1.010268    0.916748
    0.970146    1.012991    0.923461
    0.972774    1.015066    0.929907
    0.975284    1.016688    0.936082
    0.977675    1.017964    0.941982
    0.979948    1.018952    0.947603
    0.982101    1.019685    0.952942
    0.984134    1.020187    0.957991
    0.986046    1.020470    0.962753
    0.987838    1.020544    0.967224
    0.989507    1.020415    0.971399
    0.991055    1.020087    0.975276
    0.992480    1.019627    0.978851
    0.993782    1.018933    0.982124
    0.994962    1.017963    0.985091
    0.996018    1.016897    0.987751
    0.996950    1.015669    0.990102
    0.997759    1.014297    0.992179
    0.998443    1.012776    0.994064
    0.999003    1.011078    0.995987
    0.999439    1.009260    0.997775
    0.999751    1.007327    0.999941
    0.999938    1.005183    1.002239
    1.000000    1.003516    1.003516
  BLADE PROFILES IN CARTESIAN COORDINATES (3D) 
  VARIABLES = "X", "YSS", "YPS" "R" 
  BLADE           1  SECTION           1
  -24.976723  -28.268347  -28.268347 1147.776978
  -22.105167  -27.797451  -27.797451 1147.775513
  -19.544874  -27.377590  -27.377590 1147.773804
  -17.262102  -27.003239  -27.003239 1147.772095
  -15.226784  -26.669462  -26.669462 1147.770264
  -13.412086  -26.371861  -26.371861 1147.768677
  -11.794091  -26.106518  -26.106518 1147.767090
  -10.351483  -25.869932  -25.869932 1147.765503
   -9.065250  -25.658987  -25.658987 1147.763794
   -7.918441  -25.470913  -25.470913 1147.762573
   -6.895937  -25.303225  -25.303225 1147.761353
   -5.984274  -25.153706  -25.153706 1147.759888
   -5.171432  -25.020401  -25.020401 1147.758789
   -4.446700  -24.901539  -24.901539 1147.758057
   -3.800523  -24.795561  -24.795561 1147.757080
   -3.224393  -24.701077  -24.701077 1147.756226
   -2.710713  -24.616829  -24.616829 1147.755371
   -2.252712  -24.541710  -24.541710 1147.754761
   -1.844357  -24.474739  -24.474739 1147.753906
   -1.480266  -24.415024  -24.415024 1147.753418
   -1.155645  -24.361786  -24.361786 1147.752808
   -0.866209  -24.314312  -24.314312 1147.752563
   -0.608148  -24.271990  -24.271990 1147.751831
   -0.378059  -24.234255  -24.234255 1147.751587
   -0.172911  -24.200611  -24.200611 1147.751343
    0.010000  -24.170610  -24.170610 1147.750977
    0.192911  -22.930397  -25.429682 1147.750366
    0.384155  -22.484863  -25.894079 1147.749878
    0.584508  -22.195597  -26.275154 1147.748901
    0.794736  -21.929604  -26.604637 1147.748535
    1.015600  -21.659836  -26.888180 1147.748047
    1.247878  -21.384398  -27.125130 1147.746948
    1.492334  -21.101803  -27.322128 1147.746704
    1.749738  -20.811222  -27.500410 1147.745728
    2.020856  -20.512104  -27.677299 1147.744873
    2.306458  -20.201849  -27.850500 1147.744019
    2.607313  -19.880596  -28.020948 1147.743042
    2.924185  -19.548557  -28.188442 1147.742188
