TITLE = "Global index visualization file"
VARIABLES =
   "iSpan"           "x_coord"           "y_coord"           "z_coord"            "radius""Relative Angular Coord ""Delta Angular Coord "         "processor"
         0      6.22488200E-02     -7.79463475E-02      0.00000000E+00      9.97524370E-02      1.98993245E-03      1.98993245E-03                   3
         0      6.22488200E-02     -7.59565275E-02      0.00000000E+00      9.82054462E-02      3.97975249E-03      1.98982004E-03                   3
         0      6.22488200E-02     -7.39671679E-02      0.00000000E+00      9.66750098E-02      5.96911208E-03      1.98935960E-03                   3
         0      6.22488200E-02     -7.19810951E-02      0.00000000E+00      9.51640355E-02      7.95518488E-03      1.98607279E-03                   3
         0      6.22488200E-02     -7.00130365E-02      0.00000000E+00      9.36842616E-02      9.92324350E-03      1.96805862E-03                   3
         0      6.22488200E-02     -6.81037918E-02      0.00000000E+00      9.22661479E-02      1.18324882E-02      1.90924472E-03                   3
         0      6.22488200E-02     -6.62787549E-02      0.00000000E+00      9.09273828E-02      1.36575251E-02      1.82503690E-03                   3
         0      6.22488200E-02     -6.45249173E-02      0.00000000E+00      8.96570162E-02      1.54113627E-02      1.75383753E-03                   3
         0      6.22488200E-02     -6.28188038E-02      0.00000000E+00      8.84370833E-02      1.71174762E-02      1.70611353E-03                   3
         0      6.22488200E-02     -6.11197542E-02      0.00000000E+00      8.72384087E-02      1.88165258E-02      1.69904960E-03                   3
         0      6.22488200E-02     -5.94405774E-02      0.00000000E+00      8.60703075E-02      2.04957026E-02      1.67917681E-03                   3
         0      6.22488200E-02     -5.78239675E-02      0.00000000E+00      8.49619139E-02      2.21123125E-02      1.61660987E-03                   3
         0      6.22488200E-02     -5.62588824E-02      0.00000000E+00      8.39045734E-02      2.36773976E-02      1.56508519E-03                   3
         0      6.22488200E-02     -5.46992234E-02      0.00000000E+00      8.28668850E-02      2.52370566E-02      1.55965900E-03                   3
         0      6.22488200E-02     -5.31048673E-02      0.00000000E+00      8.18232395E-02      2.68314127E-02      1.59435602E-03                   3
         0      6.22488200E-02     -5.15433852E-02      0.00000000E+00      8.08185384E-02      2.83928948E-02      1.56148215E-03                   3
         0      6.22488200E-02     -4.99528441E-02      0.00000000E+00      7.98135466E-02      2.99834359E-02      1.59054111E-03                   3
         0      6.22488200E-02     -4.83550710E-02      0.00000000E+00      7.88234006E-02      3.15812090E-02      1.59777304E-03                   3
         0      6.22488200E-02     -4.67880931E-02      0.00000000E+00      7.78719542E-02      3.31481869E-02      1.56697796E-03                   1
         0      6.22488200E-02     -4.51796831E-02      0.00000000E+00      7.69163140E-02      3.47565969E-02      1.60840992E-03                   1
         0      6.22488200E-02     -4.34988298E-02      0.00000000E+00      7.59411864E-02      3.64374502E-02      1.68085335E-03                   1
         0      6.22488200E-02     -4.17719919E-02      0.00000000E+00      7.49654247E-02      3.81642881E-02      1.72683788E-03                   1
         0      6.22488200E-02     -4.00303407E-02      0.00000000E+00      7.40090790E-02      3.99059393E-02      1.74165119E-03                   1
         0      6.22488200E-02     -3.82860958E-02      0.00000000E+00      7.30803717E-02      4.16501842E-02      1.74424493E-03                   1
         0      6.22488200E-02     -3.65412438E-02      0.00000000E+00      7.21815634E-02      4.33950362E-02      1.74485196E-03                   1
         0      6.22488200E-02     -3.47994575E-02      0.00000000E+00      7.13156213E-02      4.51368225E-02      1.74178628E-03                   1
         0      6.22488200E-02     -3.30587773E-02      0.00000000E+00      7.04826103E-02      4.68775027E-02      1.74068022E-03                   1
         0      6.22488200E-02     -3.13009237E-02      0.00000000E+00      6.96754147E-02      4.86353563E-02      1.75785367E-03                   1
         0      6.22488200E-02     -2.94926732E-02      0.00000000E+00      6.88820250E-02      5.04436068E-02      1.80825047E-03                   1
         0      6.22488200E-02     -2.76426330E-02      0.00000000E+00      6.81104306E-02      5.22936470E-02      1.85004015E-03                   1
         0      6.22488200E-02     -2.57566976E-02      0.00000000E+00      6.73670770E-02      5.41795824E-02      1.88593548E-03                   1
         0      6.22488200E-02     -2.38298653E-02      0.00000000E+00      6.66541677E-02      5.61064147E-02      1.92683226E-03                   1
         0      6.22488200E-02     -2.18705800E-02      0.00000000E+00      6.59790714E-02      5.80657000E-02      1.95928529E-03                   1

